team,conf,GP,Min_per,ORtg,usg,eFG,TS_per,ORB_per,DRB_per,AST_per,TO_per,FTM,FTA,FT_per,twoPM,twoPA,twoP_per,TPM,TPA,TP_per,blk_per,stl_per,ftr,yr,ht,num,porpag,adjoe,pfr,year,pid,type,Rec Rank,ast/tov,rimmade,rimmade+rimmiss,midmade,midmade+midmiss,rimmade/(rimmade+rimmiss),midmade/(midmade+midmiss),dunksmade,dunksmiss+dunksmade,dunksmade/(dunksmade+dunksmiss),drtg,adrtg,dporpag,stops,bpm,obpm,dbpm,gbpm,mp,ogbpm,dgbpm,oreb,dreb,treb,ast,stl,blk,pts,role,3p/100?,dob,label
Towson,CAA,26,48.6,103.7,20.4,46.9,52.73,4.3,10.9,7.3,15.1,61,77,0.792,49,117,0.419,27,74,0.365,1.1,1.4,40.3,Jr,6-7,22,1.5418,104.846,2.8,2010,6873,,68.2,0.65623981,16.0,25.0,33.0,92.0,0.64,0.3587,0.0,0.0,,112.603,113.184,1.17215,91.9403,-2.15306,0.97846,-3.13152,-1.05964,23.3462,1.17069,-2.23033,0.9231,2.3462,3.2692,0.8077,0.5385,0.2692,9.2308,Wing G,7.12662,1988-10-15,0
Towson,CAA,9,3.6,57.2,20.8,20.8,26.07,7.2,7.3,12.0,31.3,2,3,0.667,1,6,0.167,1,6,0.167,4.2,2.6,25.0,Jr,6-4,2,-0.458002,59.325,5.3,2010,6874,,38.4,0.59989201,0.0,1.0,1.0,5.0,0.0,0.2,0.0,0.0,,109.982,109.421,0.317537,7.75025,-7.60606,-6.8767,-0.729362,-10.9046,5.0,-7.40916,-3.49544,0.3333,0.3333,0.6667,0.3333,0.2222,0.2222,0.7778,Scoring PG,7.80076,1988-10-15,0
Louisiana Monroe,SB,29,78.1,114.1,17.9,53.1,57.38,2.4,13.2,8.0,14.4,75,96,0.781,55,119,0.462,56,143,0.392,0.7,2.5,36.6,Sr,6-2,5,2.39957,107.858,2.1,2010,6899,,,0.75001813,45.0,78.0,10.0,41.0,0.5769,0.2439,8.0,9.0,0.8889,106.348,108.678,2.06466,158.516,1.34552,2.56054,-1.21501,2.99709,31.2414,3.27096,-0.273862,0.6207,3.2759,3.8966,1.0345,1.3448,0.2069,12.1724,Wing G,9.23625,1987-10-15,0
FIU,SB,28,50.8,111.3,18.6,54.9,55.33,8.8,25.9,8.7,12.2,27,48,0.563,77,121,0.636,20,74,0.27,2.6,1.7,24.6,Sr,6-7,10,1.69853,107.403,2.8,2010,6903,,,1.0,65.0,88.0,12.0,33.0,0.7386,0.3636,1.0,1.0,1.0,107.428,108.565,1.50092,127.176,-0.282214,1.3245,-1.60672,0.592809,22.6786,2.9628,-2.36999,1.8929,4.6071,6.5,0.8929,0.6786,0.5,8.6071,Stretch 4,6.73059,1987-10-15,0
Fairleigh Dickinson,NEC,31,50.4,78.6,18.5,45.5,46.5,8.8,10.2,4.8,28.5,29,59,0.492,61,132,0.462,3,12,0.25,3.6,1.4,41.0,Jr,6-8,44,-0.800744,74.6388,5.2,2010,6905,,,0.23728456,45.0,79.0,15.0,51.0,0.5696,0.2941,3.0,3.0,1.0,104.635,109.688,1.30292,111.953,-6.21754,-5.44886,-0.768673,-6.31722,20.9032,-5.11897,-1.19825,1.5806,2.0,3.5806,0.4516,0.4839,0.7097,5.1613,PF/C,1.06955,1986-11-25,0
Fairleigh Dickinson,NEC,16,9.9,100.2,10.4,32.6,40.74,2.7,10.1,4.7,0.0,8,11,0.727,0,4,0.0,5,19,0.263,0.0,1.4,47.8,So,6-0,10,-0.0202866,84.9806,3.5,2010,6906,"Chattanooga, TN",,3.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,,106.657,109.549,0.496693,19.9396,-5.02316,-1.6509,-3.37226,-3.1095,7.9375,-2.62361,-0.485884,0.1875,0.75,0.9375,0.1875,0.1875,0.0,1.4375,Combo G,8.62119,1989-01-10,0
Delaware,CAA,8,1.1,122.9,14.3,83.3,83.33,0.0,0.0,18.0,30.8,0,0,0.0,1,1,1.0,1,2,0.5,0.0,0.0,0.0,So,5-10,12,0.190822,117.147,8.6,2010,6917,,,1.0,0.0,0.0,1.0,1.0,,1.0,0.0,0.0,,118.793,115.116,0.076555,1.31277,-9.68692,-1.12247,-8.56445,-5.25714,1.75,-1.73979,-3.51735,0.0,0.0,0.0,0.125,0.0,0.0,0.625,Pure PG,8.85064,1989-10-15,0
Boston College,ACC,31,75.3,106.7,26.2,47.8,51.57,7.5,14.7,30.5,20.0,77,105,0.733,113,227,0.498,32,110,0.291,1.5,1.2,31.2,So,6-3,0,3.66328,120.762,2.7,2010,6923,"Colorado Springs, CO",82.4,1.73754167,72.0,120.0,41.0,107.0,0.6,0.3832,11.0,13.0,0.8462,101.051,97.9173,3.11611,157.694,6.28002,5.13042,1.14961,5.82106,30.129,5.05227,0.76879,1.9032,3.7742,5.6774,4.4839,0.6129,0.4516,12.871,Combo G,7.18687,1990-04-16,1
Boston College,ACC,25,21.2,103.2,18.5,49.2,53.74,10.9,16.5,7.2,21.4,20,28,0.714,31,63,0.492,0,0,0.0,3.4,0.5,44.4,So,6-8,24,0.726149,105.615,8.8,2010,6924,"Brandon, FL",37.4,0.5882353,24.0,37.0,7.0,26.0,0.6486,0.2692,7.0,8.0,0.875,100.028,97.8926,1.08893,46.4823,0.52355,-0.145172,0.668722,-2.19693,10.52,-3.02516,0.828236,0.96,1.48,2.44,0.4,0.08,0.36,3.28,C,0.0,1989-11-24,0
Boston College,ACC,31,37.9,92.6,16.2,43.6,51.59,3.3,9.0,7.3,26.4,39,49,0.796,41,87,0.471,0,7,0.0,1.7,1.8,52.1,So,6-5,30,0.325925,91.918,3.7,2010,6925,"Fort Collins, CO",56.6,0.5757633,27.0,42.0,14.0,45.0,0.6429,0.3111,3.0,3.0,1.0,101.941,98.7792,1.52272,76.1264,-0.500761,-1.56211,1.06135,-1.42444,15.1613,-2.61019,1.18575,0.4194,1.1613,1.5806,0.6129,0.4516,0.2581,3.9032,Wing G,0.908659,1990-01-10,0
North Carolina,ACC,23,9.6,86.9,19.9,45.9,45.82,5.8,7.7,21.9,28.9,6,14,0.429,11,28,0.393,4,9,0.444,2.7,1.9,37.8,So,6-4,24,0.0977365,90.2777,3.4,2010,6926,"Durham, NC",38.8,1.19993868,5.0,10.0,5.0,16.0,0.5,0.3125,4.0,6.0,0.6667,101.708,96.6547,0.666651,25.2471,-0.297095,-1.49516,1.19807,-1.82185,6.2174,-2.24048,0.418633,0.3478,0.4783,0.8261,0.7826,0.2174,0.1739,1.7391,Combo G,3.43956,1990-07-01,0
North Carolina,ACC,27,31.5,107.4,23.9,52.1,55.7,11.6,15.7,3.2,16.6,52,72,0.722,100,190,0.526,0,2,0.0,4.9,1.6,37.5,So,7-0,44,1.84544,116.623,4.2,2010,6927,"Washington, IN",97.0,0.20590804,31.0,41.0,58.0,126.0,0.7561,0.4603,12.0,13.0,0.9231,97.1863,92.4088,2.10903,100.068,1.91743,0.734037,1.1834,3.63583,17.3704,2.05052,1.58531,1.9259,2.7037,4.6296,0.2593,0.5185,0.8889,9.3333,C,0.232944,1990-01-17,1
Virginia Tech,ACC,34,57.0,102.4,13.7,47.7,49.21,10.9,9.3,3.1,16.1,35,65,0.538,72,151,0.477,0,0,0.0,3.4,0.6,43.0,So,6-8,14,0.756266,95.2751,3.5,2010,6928,"Boonville, NC",78.8,0.43336357,55.0,99.0,17.0,52.0,0.5556,0.3269,16.0,21.0,0.7619,98.1207,94.6612,2.61752,123.599,1.77445,-0.0981749,1.87262,0.462955,23.2353,-0.637863,1.10082,2.2647,1.9706,4.2353,0.3824,0.2353,0.7647,5.2647,C,0.0,1989-01-03,0
UNC Wilmington,CAA,26,28.2,95.5,17.2,43.0,46.36,2.5,9.7,16.5,18.1,19,29,0.655,22,56,0.393,12,37,0.324,1.6,1.3,31.2,Jr,6-3,30,0.303811,92.2268,3.2,2010,6970,"Diamond Bar, CA",,1.47359065,18.0,38.0,4.0,17.0,0.4737,0.2353,0.0,0.0,,105.637,103.297,1.14095,55.4599,-1.96284,-1.17209,-0.790744,-0.207299,13.4615,-0.61434,0.407041,0.3077,1.2308,1.5385,1.0769,0.3077,0.2308,3.8077,Combo G,6.08704,1988-05-04,0
Louisiana Tech,WAC,29,22.3,90.8,12.3,39.5,48.25,1.8,9.0,8.5,23.8,24,36,0.667,17,42,0.405,0,1,0.0,0.0,5.5,83.7,So,6-3,33,-0.208423,80.1454,3.2,2010,6996,,,1.0,16.0,30.0,1.0,12.0,0.5333,0.0833,0.0,0.0,,96.0488,93.5856,1.27568,70.3542,1.25029,-2.1739,3.42418,1.30774,10.8621,-4.01817,5.32591,0.1724,0.8621,1.0345,0.5517,1.0345,0.0,2.0,Combo G,0.183879,1989-10-15,0
New Mexico St.,WAC,22,13.3,87.7,9.1,29.2,39.57,4.5,13.1,2.7,17.4,8,8,1.0,7,23,0.304,0,1,0.0,0.6,1.6,33.3,Sr,6-4,15,-0.354237,72.9621,6.6,2010,6999,,,0.60008798,3.0,8.0,4.0,15.0,0.375,0.2667,1.0,1.0,1.0,107.973,106.529,0.588335,32.2565,-3.53147,-2.82416,-0.70731,-4.80163,8.0,-4.41595,-0.385678,0.3182,1.0,1.3182,0.1364,0.2273,0.0455,1.0,PF/C,0.316163,1989-10-15,0
New Mexico St.,WAC,33,80.2,100.6,13.6,44.3,48.67,2.1,8.3,18.9,22.3,48,69,0.696,47,116,0.405,23,68,0.338,0.3,2.4,37.5,So,6-1,13,0.659592,91.6462,2.5,2010,7000,,,2.10343658,27.0,40.0,20.0,74.0,0.675,0.2703,0.0,0.0,,108.993,106.006,2.41829,185.241,0.787981,0.740643,0.0473385,-0.95722,32.0909,-1.42236,0.465137,0.6061,2.5455,3.1515,3.697,1.3939,0.0909,6.3939,Combo G,3.5653,1989-02-15,0
Saint Louis,A10,34,64.6,102.8,25.2,58.3,56.58,10.6,23.6,7.8,15.8,81,169,0.479,169,290,0.583,0,0,0.0,7.7,1.7,58.3,So,6-9,33,2.37996,111.535,3.3,2010,7001,"Mission, KS",47.8,0.4576154,128.0,186.0,41.0,104.0,0.6882,0.3942,54.0,55.0,0.9818,84.982,82.6756,4.15348,217.963,5.38595,-0.280103,5.66605,7.01305,27.3529,2.91439,4.09866,2.2647,5.5294,7.7941,0.7941,0.7353,2.1176,12.3235,C,0.0,1989-10-15,1
Xavier,A10,35,39.4,96.6,18.5,50.7,51.22,7.6,20.9,8.2,21.8,26,50,0.52,76,148,0.514,0,2,0.0,3.6,1.4,33.3,So,7-0,32,0.726657,98.9947,5.0,2010,7005,"Massillon, OH",92.2,0.62498905,46.0,78.0,30.0,70.0,0.5897,0.4286,14.0,14.0,1.0,93.3022,89.6978,2.08193,124.703,2.44431,-0.60904,3.05335,1.70921,16.2857,-0.749821,2.45903,1.0857,3.2571,4.3429,0.7143,0.4,0.6,5.0857,C,0.200955,1989-10-18,0
Xavier,A10,31,28.7,122.8,14.8,62.8,64.24,0.3,4.8,5.8,14.9,12,14,0.857,4,8,0.5,48,113,0.425,0.2,1.0,11.6,So,6-0,12,1.51258,119.466,2.3,2010,7008,"Frankenmuth, MI",59.4,0.81263324,2.0,2.0,2.0,6.0,1.0,0.3333,0.0,0.0,,103.699,99.1243,1.28197,55.7738,3.44351,4.59146,-1.14795,4.93854,13.3871,4.78322,0.155313,0.0323,0.6129,0.6452,0.4194,0.2258,0.0323,5.2903,Wing G,15.587,1990-05-15,0
Bradley,MVC,16,10.8,114.7,11.5,61.1,62.88,3.7,10.9,4.5,15.8,9,14,0.643,11,18,0.611,0,0,0.0,6.2,0.5,77.8,So,6-10,41,0.477425,102.157,2.7,2010,7012,,60.6,0.75,4.0,7.0,7.0,10.0,0.5714,0.7,3.0,3.0,1.0,105.864,102.49,0.733053,20.9456,1.19638,-0.960629,2.15701,2.20892,8.4375,0.503858,1.70506,0.25,0.8125,1.0625,0.1875,0.0625,0.4375,1.9375,C,0.0,1988-07-27,0
Buffalo,MAC,23,17.9,78.7,17.5,47.1,44.84,8.6,10.4,4.7,28.7,2,10,0.2,18,38,0.474,4,13,0.308,0.0,2.8,19.6,So,6-5,42,-0.289806,76.432,3.8,2010,7025,,,0.27779198,11.0,19.0,7.0,19.0,0.5789,0.3684,1.0,1.0,1.0,103.871,105.77,0.684771,36.7772,-5.25173,-3.40411,-1.84762,-5.91875,9.087,-3.80134,-2.1174,0.6957,0.7826,1.4783,0.2174,0.4348,0.0,2.1739,Wing G,3.60953,1989-01-24,0
Sacramento St.,BSky,26,58.5,99.9,16.3,48.7,52.67,1.2,9.8,12.8,15.8,36,47,0.766,28,67,0.418,33,92,0.359,0.9,1.7,29.6,Sr,6-3,22,0.548913,92.2306,3.7,2010,7032,,,1.28572759,26.0,40.0,4.0,30.0,0.65,0.1333,1.0,1.0,1.0,108.039,109.049,1.57509,98.6927,-1.50554,-0.107196,-1.39834,-2.10427,24.3077,-1.4141,-0.69017,0.2692,2.0,2.2692,1.3846,0.6923,0.1923,7.3462,Combo G,8.46529,1987-10-15,0
Sacramento St.,BSky,27,60.4,97.8,11.0,47.8,53.44,0.9,8.8,26.5,30.0,24,32,0.75,12,34,0.353,14,35,0.4,0.3,2.1,46.4,Sr,6-1,14,-0.239404,82.8658,3.2,2010,7034,,,2.35128432,8.0,15.0,4.0,19.0,0.5333,0.2105,0.0,0.0,,107.884,108.657,1.59762,102.604,-3.34827,-1.75242,-1.59584,-3.47284,24.1481,-3.34136,-0.131477,0.1852,1.7778,1.963,3.2222,0.8519,0.0741,3.3333,Pure PG,3.11919,1987-10-15,0
Sacramento St.,BSky,26,26.3,73.3,11.8,37.2,40.12,0.0,8.4,12.8,27.6,5,6,0.833,4,13,0.308,9,34,0.265,0.0,2.1,12.8,Sr,5-10,12,-0.876423,62.6001,3.5,2010,7037,,,1.12495938,1.0,5.0,2.0,7.0,0.2,0.2857,0.0,0.0,,108.172,108.976,0.710577,44.0541,-6.0369,-4.37958,-1.65733,-7.01242,10.9231,-6.03312,-0.979304,0.0,0.7692,0.7692,0.6923,0.3846,0.0,1.5385,Scoring PG,6.95878,1987-10-15,0
Sacramento St.,BSky,26,41.1,82.1,23.1,42.2,44.01,8.8,18.2,9.0,21.0,16,25,0.64,59,129,0.457,4,25,0.16,1.0,2.2,16.2,Sr,6-8,32,-0.135881,83.4298,6.2,2010,7039,,,0.43243624,33.0,54.0,25.0,73.0,0.6111,0.3425,0.0,0.0,,103.059,103.846,1.41489,86.5969,-5.2203,-4.13043,-1.08987,-6.08367,17.0769,-4.87214,-1.21154,1.3462,2.6154,3.9615,0.6154,0.6538,0.1538,5.6154,PF/C,3.27422,1987-10-15,0
Belmont,ASun,31,60.7,107.2,23.3,56.8,60.77,11.3,17.7,5.2,21.1,120,179,0.67,119,208,0.572,1,4,0.25,3.6,0.9,84.4,So,6-9,34,2.02167,109.711,5.2,2010,7041,"Crossville, AL",14.8,0.27271021,101.0,148.0,18.0,60.0,0.6824,0.3,0.0,0.0,,95.907,97.6695,2.53287,151.807,0.366361,-0.369437,0.735798,0.161711,24.4839,-0.0292761,0.190987,2.3548,4.0968,6.4516,0.5806,0.3871,0.9032,11.6452,C,0.297859,1989-10-05,0
Campbell,ASun,28,46.3,96.2,16.6,44.1,47.32,6.9,10.8,6.8,15.4,36,63,0.571,40,93,0.43,8,25,0.32,0.5,2.7,53.4,Sr,6-6,10,0.226812,89.2492,4.8,2010,7043,,,0.77268677,22.0,41.0,18.0,52.0,0.5366,0.3462,0.0,0.0,,98.4226,101.216,1.70489,88.9401,-1.5596,-1.38945,-0.170149,-2.75844,18.5357,-2.8059,0.0474596,1.0357,1.5357,2.5714,0.6071,0.8214,0.0714,5.0,Wing G,2.89001,1987-10-15,0
Campbell,ASun,28,46.9,87.9,18.5,38.4,46.11,2.3,7.7,21.4,27.2,39,48,0.813,34,92,0.37,7,24,0.292,0.3,3.9,41.4,So,6-2,2,-0.116114,83.9382,4.0,2010,7044,"Miami, FL",,1.27275038,22.0,38.0,12.0,54.0,0.5789,0.2222,0.0,0.0,,97.1355,99.8924,1.81072,95.0616,-2.86277,-3.08438,0.221603,-2.38365,18.75,-3.60753,1.22388,0.3571,1.1071,1.4643,2.0,1.2143,0.0357,4.5714,Scoring PG,2.73891,1990-07-18,0
Campbell,ASun,28,52.9,119.8,18.7,62.6,64.6,9.1,11.4,8.4,15.1,63,93,0.677,92,146,0.63,0,1,0.0,0.2,1.8,63.3,Sr,6-4,32,2.13527,114.778,3.2,2010,7047,,,0.75,74.0,104.0,18.0,42.0,0.7115,0.4286,2.0,2.0,1.0,100.348,103.196,1.80247,93.0157,1.18174,2.07407,-0.892334,2.3295,21.1786,2.92414,-0.594637,1.5714,1.8571,3.4286,0.75,0.6429,0.0357,8.8214,Wing G,0.101178,1987-10-15,0
Portland St.,BSky,18,48.4,110.1,19.2,56.5,57.44,3.3,8.5,8.6,17.0,19,28,0.679,40,80,0.5,46,113,0.407,1.4,1.7,14.5,Jr,6-8,21,2.49832,107.916,2.0,2010,7070,,,0.8181967,21.0,29.0,19.0,51.0,0.7241,0.3725,8.0,9.0,0.8889,117.956,115.897,1.33127,83.8802,-0.851715,2.5193,-3.37102,0.592609,32.6667,3.39141,-2.7988,0.8889,2.2222,3.1111,1.5,0.9444,0.4444,13.1667,Wing F,11.1842,1988-03-02,0
Murray St.,OVC,34,68.2,115.7,19.5,55.4,60.03,2.9,9.0,24.3,22.9,77,98,0.786,60,109,0.55,45,121,0.372,0.4,2.4,42.6,Jr,6-2,0,2.46116,111.709,2.5,2010,7072,,,1.77146882,47.0,80.0,13.0,29.0,0.5875,0.4483,0.0,0.0,,94.429,96.2225,2.98341,154.332,2.66865,2.72245,-0.0537951,3.84353,27.2941,2.67859,1.16494,0.6176,2.2353,2.8529,3.6471,1.0882,0.1176,9.7647,Scoring PG,7.71718,1988-02-03,0
Cleveland St.,Horz,23,8.5,98.0,10.4,58.3,57.55,9.1,17.2,1.8,27.8,2,4,0.5,7,12,0.583,0,0,0.0,4.5,0.6,33.3,So,6-11,51,0.0120294,86.4751,6.0,2010,7078,,19.6,0.20009199,6.0,10.0,1.0,2.0,0.6,0.5,1.0,1.0,1.0,105.409,102.113,0.409562,17.2944,-3.46695,-3.41908,-0.0478677,-3.32713,4.6087,-2.76762,-0.559507,0.3478,0.6087,0.9565,0.0435,0.0435,0.1739,0.6957,C,0.0,1989-01-01,0
Seton Hall,BE,7,1.6,41.4,21.5,0.0,15.56,4.9,24.7,13.2,37.1,2,3,0.667,0,1,0.0,0,4,0.0,4.4,0.0,60.0,Jr,5-9,30,-0.480516,39.5637,3.8,2010,7084,,,0.66658886,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,,101.054,106.454,0.221411,4.37684,-9.71639,-10.4434,0.727049,-14.8394,3.0,-10.9267,-3.91272,0.1429,0.7143,0.8571,0.2857,0.0,0.1429,0.2857,PF/C,10.7246,1989-10-15,0
N.C. State,ACC,1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0,0,0.0,0,0,0.0,0.0,0.0,0.0,Jr,6-5,40,-0.322605,-7.24691,0.0,2010,7086,,,0.0,,,,,,,,,,109.788,112.785,0.0518357,0.0838859,-2.06869,-2.23378,0.165095,-4.74271,1.0,-3.26569,-1.47702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,PF/C,0.0,1989-10-15,0
N.C. State,ACC,5,0.4,200.0,5.6,100.0,100.0,0.0,0.0,0.0,0.0,0,0,0.0,1,1,1.0,0,0,0.0,0.0,10.2,0.0,Jr,6-1,4,0.307988,159.687,0.0,2010,7087,,,0.0,1.0,1.0,0.0,0.0,1.0,,0.0,0.0,,88.3197,94.5068,0.138312,1.50332,13.4054,5.27718,8.12819,17.6365,1.2,5.38474,12.2518,0.0,0.0,0.0,0.0,0.2,0.0,0.4,Scoring PG,0.0,1987-09-14,0
Southeast Missouri St.,OVC,29,60.8,91.9,12.4,48.4,49.86,9.2,23.2,10.0,27.1,25,47,0.532,45,93,0.484,0,0,0.0,1.9,1.5,50.5,Sr,6-6,34,-0.4922,79.8872,3.8,2010,7108,,,0.80485217,39.0,73.0,6.0,20.0,0.5342,0.3,0.0,0.0,,101.715,102.399,2.13591,146.64,-1.03309,-2.87523,1.84215,-1.84685,24.6207,-2.17854,0.331693,2.0345,4.7931,6.8276,1.1379,0.6207,0.4138,3.9655,PF/C,0.0,1987-10-15,0
Tennessee St.,OVC,29,62.1,94.2,20.3,46.8,50.13,1.5,7.9,29.0,27.7,36,45,0.8,44,95,0.463,39,124,0.315,0.0,1.9,20.5,Sr,5-10,1,0.726508,93.3803,1.9,2010,7111,,,1.42305839,10.0,24.0,33.0,69.0,0.4167,0.4783,0.0,0.0,,109.522,110.457,1.63809,119.919,-3.9778,-0.907647,-3.07015,-3.60048,27.931,-1.11549,-2.485,0.3793,1.7241,2.1034,3.8276,0.931,0.0,8.3103,Pure PG,8.93395,1987-10-15,0
Tennessee St.,OVC,32,47.7,89.6,12.9,47.1,51.72,7.9,16.2,3.2,28.3,36,57,0.632,41,87,0.471,0,0,0.0,2.3,1.4,65.5,Sr,6-7,5,-0.450956,78.9172,6.6,2010,7112,,,0.25639975,35.0,65.0,6.0,22.0,0.5385,0.2727,7.0,8.0,0.875,106.012,106.443,1.41003,109.579,-3.92319,-3.79978,-0.123411,-5.65587,19.4688,-5.24773,-0.408142,1.4062,2.4688,3.875,0.3125,0.4688,0.4062,3.6875,PF/C,0.0,1987-10-15,0
Tennessee St.,OVC,13,5.4,57.6,20.5,31.3,30.64,0.0,10.9,8.5,28.4,0,1,0.0,0,8,0.0,5,16,0.313,0.0,4.2,4.2,Jr,6-0,14,-0.541971,56.1588,0.6,2010,7113,,,0.42859795,0.0,2.0,0.0,5.0,0.0,0.0,0.0,0.0,,103.814,105.905,0.399964,13.5331,-9.04142,-7.74561,-1.29581,-6.63507,5.3846,-5.37067,-1.2644,0.0,0.4615,0.4615,0.2308,0.3846,0.0,1.1538,Scoring PG,13.2568,1987-10-15,0
Indiana,B10,30,42.6,85.0,24.1,41.7,45.95,2.7,10.2,13.9,25.1,43,62,0.694,31,85,0.365,31,101,0.307,0.6,3.3,33.3,Sr,6-2,33,0.413807,92.4909,4.6,2010,7118,,,0.60001092,12.0,46.0,19.0,39.0,0.2609,0.4872,1.0,1.0,1.0,103.359,99.0548,1.75279,98.595,-1.93009,-1.39554,-0.534547,-2.10098,17.7667,-2.30025,0.199275,0.4333,1.5667,2.0,1.1,1.0,0.1,6.6,Combo G,11.111,1987-10-15,0
Boise St.,WAC,31,67.9,108.6,21.9,53.1,55.9,7.3,25.0,9.3,15.0,60,80,0.75,169,314,0.538,0,4,0.0,5.0,1.5,25.2,Sr,6-9,3,2.15475,108.579,3.5,2010,7132,,2.0,0.78002357,83.0,114.0,86.0,200.0,0.7281,0.43,18.0,21.0,0.8571,97.5092,95.4484,3.04261,191.332,1.63422,-0.808908,2.44313,2.47094,27.3871,1.23337,1.23757,1.7742,5.9677,7.7419,1.2581,0.7097,1.4194,12.8387,C,0.263292,1987-10-15,0
Tulane,CUSA,30,60.9,90.9,18.4,44.1,49.4,5.5,15.2,2.8,19.6,63,94,0.67,51,120,0.425,18,57,0.316,1.6,2.6,53.1,Jr,6-7,2,0.3626,90.0116,4.9,2010,7140,,74.4,0.20454082,39.0,70.0,12.0,50.0,0.5571,0.24,0.0,0.0,,99.3542,97.6842,2.53968,136.096,-1.99299,-2.72278,0.729788,-1.72755,24.4667,-2.59593,0.86838,1.2,2.9333,4.1333,0.3,1.0333,0.3667,7.3,Wing F,4.68151,1988-01-03,0
Northeastern,CAA,7,1.9,15.5,14.8,0.0,7.19,0.0,4.7,0.0,16.9,1,2,0.5,0,6,0.0,0,0,0.0,0.0,0.0,33.3,So,6-11,33,-0.93162,13.4402,7.7,2010,7149,,,0.0,0.0,0.0,0.0,6.0,,0.0,0.0,0.0,,106.533,105.329,0.288619,2.65529,-17.1437,-13.0566,-4.08705,-23.0955,3.7143,-18.1485,-4.94696,0.0,0.1429,0.1429,0.0,0.0,0.0,0.1429,C,0.0,1987-12-17,0
Central Connecticut,NEC,27,25.0,93.7,17.4,50.0,50.11,11.7,15.7,4.6,21.4,13,27,0.481,32,64,0.5,0,0,0.0,0.0,0.6,42.2,So,6-5,25,0.0230112,86.32,3.0,2010,7159,,,0.33328334,32.0,60.0,0.0,4.0,0.5333,0.0,2.0,2.0,1.0,102.8,110.0,0.682923,45.7365,-8.11622,-4.34958,-3.76664,-6.66977,11.2593,-3.62755,-3.04222,1.1111,1.4074,2.5185,0.2222,0.1111,0.0,2.8519,PF/C,0.0,1989-10-15,0
Central Connecticut,NEC,22,50.9,96.9,26.1,45.0,52.63,3.4,11.4,15.2,21.4,78,92,0.848,67,161,0.416,18,48,0.375,0.5,1.6,44.0,So,6-3,24,1.38806,100.206,2.8,2010,7160,,,0.67272,34.0,72.0,28.0,82.0,0.4722,0.3415,1.0,1.0,1.0,102.169,108.76,1.81744,95.8556,-4.97231,-2.34187,-2.63044,-2.21873,28.0909,-0.331414,-1.88732,0.8182,2.5455,3.3636,1.6818,0.7273,0.1364,12.0909,Wing G,4.8782,1990-07-09,0
Alcorn St.,SWAC,26,21.8,75.0,16.0,39.8,41.77,4.9,12.9,8.4,26.7,10,19,0.526,15,36,0.417,7,28,0.25,1.4,1.2,29.7,So,6-3,5,-0.585949,69.4442,3.8,2010,7164,,,0.4545025,11.0,16.0,4.0,20.0,0.6875,0.2,0.0,0.0,,109.336,116.221,0.414016,48.4175,-8.40059,-5.13662,-3.26397,-6.87058,10.4231,-4.3956,-2.47498,0.5,1.2692,1.7692,0.3846,0.2308,0.1538,2.3462,Wing G,5.41944,1989-10-15,0
Alcorn St.,SWAC,26,42.9,80.1,19.6,44.6,50.65,3.8,8.9,12.3,32.7,46,63,0.73,41,89,0.461,11,40,0.275,0.0,1.9,48.8,Sr,6-1,23,-0.529406,78.2588,4.6,2010,7165,,,0.43076,25.0,51.0,14.0,35.0,0.4902,0.4,0.0,0.0,,110.044,118.309,0.667698,92.0902,-7.89933,-4.48584,-3.41349,-8.5383,20.5385,-5.45998,-3.07832,0.7692,1.7308,2.5,1.0769,0.7308,0.0,6.1923,Combo G,3.93419,1987-10-15,0
Eastern Washington,BSky,28,68.5,103.0,17.9,51.8,55.47,5.7,14.5,5.4,16.4,48,61,0.787,74,154,0.481,26,64,0.406,0.7,0.6,28.0,Sr,6-8,42,1.14253,97.7404,3.4,2010,7184,,,0.47501052,28.0,41.0,46.0,113.0,0.6829,0.4071,0.0,0.0,,110.859,109.977,1.68712,118.655,-2.17017,-0.58259,-1.58758,-2.22753,27.6429,-0.220258,-2.00728,1.4286,3.2143,4.6429,0.6786,0.2857,0.1786,9.7857,Wing F,4.70383,1987-10-15,0
Georgia Tech,ACC,29,63.3,94.0,21.4,44.5,48.24,3.5,9.0,24.3,27.0,54,75,0.72,63,155,0.406,37,111,0.333,0.6,3.5,28.2,So,6-5,1,1.73453,102.029,3.1,2010,7189,"Oak Park, IL",95.6,1.27473784,34.0,58.0,29.0,97.0,0.5862,0.299,10.0,11.0,0.9091,94.1602,87.7717,4.24974,175.644,4.57061,1.93949,2.63112,3.49758,30.6552,0.646093,2.85149,0.931,2.7241,3.6552,4.0,1.8966,0.1724,10.0345,Scoring PG,7.03017,1990-06-26,1
